PID,Data0,Data1,Seq
0x42,36,A0,314
0x05,85,00,157
0x23,24,9F,157
0x0C,21,8E,943
0x0D,6C,00,943
0x0C,21,8B,944
0x0D,6C,00,944
0x11,B2,00,629
0x0F,34,00,629
0x04,80,00,629
0x0C,21,94,945
0x0D,6A,00,945
0x11,B2,00,630
0x0F,34,00,630
0x04,7E,00,630
0x10,1C,3A,315
0x42,37,02,315
0x0C,21,98,946
0x0D,6B,00,946
0x0C,21,98,947
0x0D,6C,00,947
0x11,B2,00,631
0x0F,34,00,631
0x04,7F,00,631
0x0C,21,A4,948
0x0D,6C,00,948
0x11,B2,00,632
0x0F,34,00,632
0x04,7D,00,632
0x10,1B,8A,316
0x42,37,02,316
0x05,85,00,158
0x23,21,E0,158
0x0C,21,91,949
0x0D,6C,00,949
0x1F,01,62,79
0x0C,21,9E,950
0x0D,6C,00,950
0x11,B2,00,633
0x0F,34,00,633
0x04,7A,00,633
0x0C,21,94,951
0x0D,6C,00,951
0x11,B2,00,634
0x0F,34,00,634
0x04,78,00,634
0x10,19,A4,317
0x42,36,EE,317
0x0C,21,85,952
0x0D,6C,00,952
0x0C,21,85,953
0x0D,6A,00,953
0x11,B2,00,635
0x0F,34,00,635
0x04,77,00,635
0x0C,21,98,954
0x0D,6A,00,954
0x11,B2,00,636
0x0F,34,00,636
0x04,74,00,636
0x10,18,DD,318
0x42,37,50,318
0x0C,21,9B,955
0x0D,6B,00,955
0x05,86,00,159
0x23,22,5A,159
0x0C,21,94,956
0x0D,6C,00,956
0x11,B2,00,637
0x0F,34,00,637
0x04,72,00,637
0x0C,21,98,957
0x0D,6C,00,957
0x11,B2,00,638
0x0F,34,00,638
0x04,6F,00,638
0x10,18,7F,319
0x42,37,63,319
0x0C,21,BD,958
0x0D,6C,00,958
0x0C,21,B1,959
0x0D,6C,00,959
0x11,B2,00,639
0x0F,34,00,639
0x04,6C,00,639
0x0C,21,A4,960
0x0D,6C,00,960
0x11,B0,00,640
0x0F,34,00,640
0x04,6B,00,640
0x10,18,2D,320
0x42,37,3C,320
0x0C,21,98,961
0x0D,6C,00,961
0x05,86,00,160
0x23,21,0B,160
0x1F,01,66,80
0x0C,21,A4,962
0x0D,6C,00,962
0x11,AF,00,641
0x0F,34,00,641
0x04,66,00,641
0x0C,21,A7,963
0x0D,6C,00,963
0x11,AE,00,642
0x0F,34,00,642
0x04,67,00,642
0x0C,21,A4,964
0x0D,6A,00,964
0x10,17,F3,321
0x42,36,EE,321
0x0C,21,8B,965
0x0D,6A,00,965
0x11,AC,00,643
0x0F,34,00,643
0x04,66,00,643
0x0C,21,9B,966
0x0D,6B,00,966
0x11,AC,00,644
0x0F,34,00,644
0x04,66,00,644
0x0C,21,94,967
0x0D,6C,00,967
0x10,17,6E,322
0x42,36,C7,322
0x05,86,00,161
0x23,21,C2,161
0x0C,21,82,968
0x0D,6C,00,968
0x11,AA,00,645
0x0F,34,00,645
0x04,68,00,645
0x0C,21,A4,969
0x0D,6C,00,969
0x11,AA,00,646
0x0F,34,00,646
0x04,64,00,646
0x0C,21,7F,970
0x0D,6A,00,970
0x10,16,FD,323
0x42,37,29,323
0x0C,21,91,971
0x0D,6A,00,971
0x11,AB,00,647
0x0F,34,00,647
0x04,66,00,647
0x0C,21,78,972
0x0D,6B,00,972
0x11,A9,00,648
0x0F,34,00,648
0x04,64,00,648
0x0C,21,85,973
0x0D,6C,00,973
0x10,16,8A,324
0x42,37,15,324
0x05,86,00,162
0x23,1E,E6,162
0x1F,01,6A,81
0x0C,21,98,974
0x0D,6C,00,974
0x11,A8,00,649
0x0F,34,00,649
0x04,64,00,649
0x0C,21,8E,975
0x0D,6C,00,975
0x11,A8,00,650
0x0F,34,00,650
0x04,63,00,650
0x0C,21,66,976
0x0D,6A,00,976
0x10,16,D0,325
0x42,37,29,325
0x0C,21,85,977
0x0D,6B,00,977
0x11,A8,00,651
0x0F,34,00,651
0x04,64,00,651
0x0C,21,78,978
0x0D,6B,00,978
0x11,A7,00,652
0x0F,34,00,652
0x04,64,00,652
0x0C,21,75,979
0x0D,6C,00,979
0x10,16,8A,326
0x42,36,C7,326
0x05,86,00,163
0x23,20,AF,163
0x0C,21,6F,980
0x0D,6A,00,980
0x11,A8,00,653
0x0F,34,00,653
0x04,65,00,653
0x0C,21,78,981
0x0D,6B,00,981
0x0C,21,85,982
0x0D,6B,00,982
0x11,A7,00,654
0x0F,34,00,654
0x04,63,00,654
0x10,16,AE,327
0x42,37,29,327
0x0C,21,75,983
0x0D,6C,00,983
0x11,A3,00,655
0x0F,34,00,655
0x04,5E,00,655
0x0C,21,82,984
0x0D,6C,00,984
0x0C,21,91,985
0x0D,6C,00,985
0x11,9E,00,656
0x0F,34,00,656
0x04,5B,00,656
0x10,15,AA,328
0x42,36,EE,328
0x05,86,00,164
0x23,1D,D3,164
0x1F,01,6E,82
0x0C,21,A7,986
0x0D,6A,00,986
0x11,8E,00,657
0x0F,34,00,657
0x04,53,00,657
0x0C,21,BA,987
0x0D,6B,00,987
0x0C,21,A1,988
0x0D,6C,00,988
0x11,81,00,658
0x0F,34,00,658
0x04,4D,00,658
0x10,14,00,329
0x42,36,A0,329
0x0C,21,A7,989
0x0D,6C,00,989
0x11,70,00,659
0x0F,34,00,659
0x04,46,00,659
0x0C,21,A1,990
0x0D,6C,00,990
0x0C,21,A7,991
0x0D,6C,00,991
0x11,68,00,660
0x0F,34,00,660
0x04,3F,00,660
0x10,17,20,330
0x42,36,A0,330
0x05,86,00,165
0x23,1D,3A,165
0x0C,21,9E,992
0x0D,6C,00,992
0x11,57,00,661
0x0F,34,00,661
0x04,39,00,661
0x0C,21,BA,993
0x0D,6C,00,993
0x0C,21,A1,994
0x0D,6C,00,994
0x11,51,00,662
0x0F,34,00,662
0x04,37,00,662
0x10,14,FF,331
0x42,37,3C,331
0x0C,21,B7,995
0x0D,6C,00,995
0x11,4E,00,663
0x0F,34,00,663
0x04,35,00,663
0x0C,21,9E,996
0x0D,6C,00,996
0x0C,21,B1,997
0x0D,6C,00,997
0x11,4C,00,664
0x0F,34,00,664
0x04,35,00,664
0x10,13,32,332
0x42,37,29,332
0x05,85,00,166
0x23,1D,B4,166
0x1F,01,72,83
0x0C,21,C3,998
0x0D,6A,00,998
0x11,4A,00,665
0x0F,34,00,665
0x04,34,00,665
0x0C,21,AD,999
0x0D,6A,00,999
0x0C,21,BA,1000
0x0D,6B,00,1000
0x11,4A,00,666
0x0F,34,00,666
0x04,33,00,666
0x10,12,75,333
0x42,37,3C,333
0x0C,21,BD,1001
0x0D,6C,00,1001
0x11,49,00,667
0x0F,34,00,667
0x04,31,00,667
0x0C,21,B4,1002
0x0D,6C,00,1002
0x0C,21,94,1003
0x0D,6C,00,1003
0x11,49,00,668
0x0F,34,00,668
0x04,30,00,668
0x10,11,A8,334
0x42,36,DA,334
0x05,85,00,167
0x23,1E,89,167
0x0C,21,A7,1004
0x0D,6C,00,1004
0x11,48,00,669
0x0F,34,00,669
0x04,30,00,669
0x0C,21,E3,1005
0x0D,6A,00,1005
0x0C,21,EF,1006
0x0D,6A,00,1006
0x11,B1,00,670
0x0F,34,00,670
0x04,E4,00,670
0x10,1B,E7,335
0x42,36,B3,335
0x0C,22,18,1007
0x0D,6B,00,1007
0x11,B2,00,671
0x0F,34,00,671
0x04,AF,00,671
0x0C,22,59,1008
0x0D,6E,00,1008
0x0C,22,A7,1009
0x0D,6E,00,1009
0x11,B2,00,672
0x0F,34,00,672
0x04,B3,00,672
0x10,20,28,336
0x42,36,DA,336
0x05,85,00,168
0x23,24,05,168
0x1F,01,76,84
0x0C,22,D0,1010
0x0D,6D,00,1010
0x11,B2,00,673
0x0F,34,00,673
0x04,C1,00,673
0x0C,23,44,1011
0x0D,6E,00,1011
0x0C,23,6C,1012
0x0D,6E,00,1012
0x11,B2,00,674
0x0F,34,00,674
0x04,BE,00,674
0x10,22,DD,337
0x42,37,15,337
0x0C,23,E9,1013
0x0D,71,00,1013
0x11,B2,00,675
0x0F,34,00,675
0x04,BA,00,675
0x0C,24,37,1014
0x0D,72,00,1014
0x0C,24,9F,1015
0x0D,74,00,1015
0x11,B2,00,676
0x0F,34,00,676
0x04,B7,00,676
0x10,24,94,338
0x42,37,3C,338
0x05,85,00,169
0x23,2C,02,169
0x0C,24,F9,1016
0x0D,74,00,1016
0x11,B2,00,677
0x0F,34,00,677
0x04,B5,00,677
0x0C,25,3E,1017
0x0D,75,00,1017
0x0C,25,92,1018
0x0D,77,00,1018
0x11,B2,00,678
0x0F,34,00,678
0x04,B4,00,678
0x10,27,3B,339
0x42,37,50,339
0x0C,26,1F,1019
0x0D,77,00,1019
0x11,B2,00,679
0x0F,34,00,679
0x04,B7,00,679
0x0C,26,5D,1020
0x0D,78,00,1020
0x0C,26,A8,1021
0x0D,7A,00,1021
0x11,B2,00,680
0x0F,34,00,680
0x04,B8,00,680
0x10,28,E3,340
0x42,36,C7,340
0x05,85,00,170
0x23,2C,7D,170
0x1F,01,7A,85
0x0C,26,7A,1022
0x0D,7B,00,1022
0x11,96,00,681
0x0F,34,00,681
0x04,0E,00,681
0x0C,26,6D,1023
0x0D,7B,00,1023
0x0C,26,7A,1024
0x0D,7B,00,1024
0x11,5F,00,682
0x0F,34,00,682
0x04,00,00,682
0x10,14,85,341
0x42,36,EE,341
0x0C,26,96,1025
0x0D,7D,00,1025
0x11,54,00,683
0x0F,34,00,683
0x04,00,00,683
0x0C,26,67,1026
0x0D,7D,00,1026
0x0C,26,4E,1027
0x0D,7C,00,1027
0x11,49,00,684
0x0F,34,00,684
0x04,00,00,684
0x10,11,60,342
0x42,37,3C,342
0x05,85,00,171
0x23,12,24,171
0x0C,26,12,1028
0x0D,79,00,1028
0x11,4A,00,685
0x0F,34,00,685
0x04,00,00,685
0x0C,26,0F,1029
0x0D,79,00,1029
0x0C,25,E4,1030
0x0D,7A,00,1030
0x11,49,00,686
0x0F,34,00,686
0x04,00,00,686
0x10,10,E9,343
0x42,36,EE,343
0x0C,25,C7,1031
0x0D,79,00,1031
0x11,48,00,687
0x0F,34,00,687
0x04,00,00,687
0x0C,25,C1,1032
0x0D,7A,00,1032
0x0C,25,86,1033
0x0D,7A,00,1033
0x11,48,00,688
0x0F,34,00,688
0x04,00,00,688
0x10,10,27,344
0x42,37,15,344
0x05,85,00,172
0x23,12,24,172
0x1F,01,7E,86
0x0C,25,76,1034
0x0D,79,00,1034
0x11,47,00,689
0x0F,34,00,689
0x04,00,00,689
0x0C,25,5A,1035
0x0D,78,00,1035
0x0C,25,3E,1036
0x0D,78,00,1036
0x11,47,00,690
0x0F,34,00,690
0x04,00,00,690
0x10,0F,E6,345
0x42,37,50,345
0x0C,25,1F,1037
0x0D,76,00,1037
0x11,47,00,691
0x0F,34,00,691
0x04,00,00,691
0x0C,24,FF,1038
0x0D,77,00,1038
0x0C,24,EA,1039
0x0D,78,00,1039
0x11,47,00,692
0x0F,34,00,692
0x04,00,00,692
0x10,10,4A,346
0x42,37,3C,346
0x05,85,00,173
0x23,12,43,173
0x0C,24,CD,1040
0x0D,78,00,1040
0x11,47,00,693
0x0F,34,00,693
0x04,00,00,693
0x0C,24,AE,1041
0x0D,76,00,1041
0x0C,24,98,1042
0x0D,75,00,1042
0x11,47,00,694
0x0F,34,00,694
0x04,00,00,694
0x10,10,0A,347
0x42,37,15,347
0x0C,24,73,1043
0x0D,75,00,1043
0x11,47,00,695
0x0F,34,00,695
0x04,00,00,695
0x0C,24,73,1044
0x0D,75,00,1044
0x0C,24,57,1045
0x0D,75,00,1045
0x11,47,00,696
0x0F,34,00,696
0x04,00,00,696
0x10,10,02,348
0x42,37,15,348
0x05,85,00,174
0x23,12,24,174
0x1F,01,82,87
0x0C,24,2E,1046
0x0D,75,00,1046
0x11,47,00,697
0x0F,34,00,697
0x04,00,00,697
0x0C,24,2E,1047
0x0D,75,00,1047
0x0C,24,0F,1048
0x0D,73,00,1048
0x11,47,00,698
0x0F,34,00,698
0x04,00,00,698
0x10,0F,B4,349
0x42,37,29,349
0x0C,24,05,1049
0x0D,74,00,1049
0x11,47,00,699
0x0F,34,00,699
0x04,00,00,699
0x0C,23,EC,1050
0x0D,74,00,1050
0x0C,23,C1,1051
0x0D,73,00,1051
0x11,47,00,700
0x0F,34,00,700
0x04,00,00,700
0x10,10,02,350
0x42,37,02,350
0x05,83,00,175
0x23,12,24,175
0x0C,23,C4,1052
0x0D,72,00,1052
0x11,47,00,701
0x0F,34,00,701
0x04,00,00,701
0x0C,23,B1,1053
0x0D,72,00,1053
0x0C,23,8F,1054
0x0D,72,00,1054
0x11,47,00,702
0x0F,34,00,702
0x04,00,00,702
0x10,0F,EC,351
0x42,37,02,351
0x0C,23,76,1055
0x0D,72,00,1055
0x11,47,00,703
0x0F,34,00,703
0x04,00,00,703
0x0C,23,60,1056
0x0D,72,00,1056
0x0C,23,44,1057
0x0D,72,00,1057
0x11,47,00,704
0x0F,34,00,704
0x04,00,00,704
0x10,0F,56,352
0x42,37,50,352
0x05,83,00,176
0x23,11,6D,176
0x1F,01,86,88
0x0C,23,2E,1058
0x0D,70,00,1058
0x11,47,00,705
0x0F,34,00,705
0x04,00,00,705
0x0C,23,21,1059
0x0D,71,00,1059
0x0C,23,0F,1060
0x0D,71,00,1060
0x11,47,00,706
0x0F,34,00,706
0x04,00,00,706
0x10,0F,56,353
0x42,37,50,353
0x0C,22,EF,1061
0x0D,70,00,1061
0x11,47,00,707
0x0F,34,00,707
0x04,00,00,707
0x0C,22,D3,1062
0x0D,71,00,1062
0x0C,22,C4,1063
0x0D,70,00,1063
0x11,47,00,708
0x0F,34,00,708
0x04,00,00,708
0x10,0F,32,354
0x42,37,15,354
0x05,83,00,177
0x23,11,8C,177
0x0C,22,AE,1064
0x0D,70,00,1064
0x11,47,00,709
0x0F,34,00,709
0x04,00,00,709
0x0C,22,98,1065
0x0D,6F,00,1065
0x0C,22,98,1066
0x0D,6F,00,1066
0x11,47,00,710
0x0F,34,00,710
0x04,00,00,710
0x10,0F,48,355
0x42,37,15,355
0x0C,22,6C,1067
0x0D,6F,00,1067
0x11,46,00,711
0x0F,34,00,711
0x04,00,00,711
0x0C,22,69,1068
0x0D,6D,00,1068
0x0C,22,66,1069
0x0D,6E,00,1069
0x11,47,00,712
0x0F,34,00,712
0x04,00,00,712
0x10,0F,5E,356
0x42,37,29,356
0x05,83,00,178
0x23,11,AA,178
0x1F,01,8A,89
0x0C,22,3A,1070
0x0D,6E,00,1070
0x11,46,00,713
0x0F,34,00,713
0x04,00,00,713
0x0C,22,31,1071
0x0D,6F,00,1071
0x0C,22,34,1072
0x0D,6D,00,1072
0x11,48,00,714
0x0F,34,00,714
0x04,1A,00,714
0x10,0F,F4,357
0x42,37,15,357
0x0C,22,31,1073
0x0D,6C,00,1073
0x11,47,00,715
0x0F,34,00,715
0x04,0E,00,715
0x0C,22,18,1074
0x0D,6C,00,1074
0x0C,22,08,1075
0x0D,6E,00,1075
0x11,47,00,716
0x0F,34,00,716
0x04,04,00,716
0x10,0F,C0,358
0x42,37,15,358
0x05,82,00,179
0x23,13,56,179
0x0C,21,F8,1076
0x0D,6D,00,1076
0x11,47,00,717
0x0F,34,00,717
0x04,00,00,717
0x0C,21,EF,1077
0x0D,6D,00,1077
0x0C,21,C6,1078
0x0D,6C,00,1078
0x11,47,00,718
0x0F,34,00,718
0x04,00,00,718
0x10,0F,82,359
0x42,37,3C,359
0x0C,21,CA,1079
0x0D,6C,00,1079
0x11,47,00,719
0x0F,34,00,719
0x04,00,00,719
0x0C,21,BD,1080
0x0D,6C,00,1080
0x0C,21,A7,1081
0x0D,6C,00,1081
0x11,47,00,720
0x0F,34,00,720
0x04,00,00,720
0x10,0F,48,360
0x42,37,63,360
0x05,82,00,180
0x23,11,30,180
0x1F,01,8E,90
0x0C,21,9E,1082
0x0D,6C,00,1082
0x11,47,00,721
0x0F,34,00,721
0x04,00,00,721
0x0C,21,8B,1083
0x0D,6C,00,1083
0x0C,21,85,1084
0x0D,6C,00,1084
0x11,46,00,722
0x0F,34,00,722
0x04,00,00,722
0x10,0E,B8,361
0x42,37,15,361
0x0C,21,78,1085
0x0D,6C,00,1085
0x11,46,00,723
0x0F,34,00,723
0x04,06,00,723
0x0C,21,7B,1086
0x0D,6A,00,1086
0x0C,21,6F,1087
0x0D,6B,00,1087
0x11,46,00,724
0x0F,34,00,724
0x04,0A,00,724
0x10,0F,16,362
0x42,37,02,362
0x05,81,00,181
0x23,14,49,181
0x0C,21,5C,1088
0x0D,6B,00,1088
0x11,46,00,725
0x0F,34,00,725
0x04,14,00,725
0x0C,21,43,1089
0x0D,6C,00,1089
0x0C,21,37,1090
0x0D,6A,00,1090
0x11,46,00,726
0x0F,34,00,726
0x04,1D,00,726
0x10,0F,00,363
0x42,37,29,363
0x0C,21,66,1091
0x0D,6A,00,1091
0x11,46,00,727
0x0F,34,00,727
0x04,1E,00,727
0x0C,21,53,1092
0x0D,6B,00,1092
0x0C,21,5C,1093
0x0D,6A,00,1093
0x11,46,00,728
0x0F,34,00,728
0x04,21,00,728
0x10,0F,74,364
0x42,37,02,364
0x05,81,00,182
0x23,1A,3F,182
0x1F,01,92,91
0x0C,21,56,1094
0x0D,6A,00,1094
0x11,46,00,729
0x0F,34,00,729
0x04,25,00,729
0x0C,21,43,1095
0x0D,69,00,1095
0x0C,21,56,1096
0x0D,6B,00,1096
0x11,46,00,730
0x0F,34,00,730
0x04,26,00,730
0x10,0F,D6,365
0x42,37,15,365
0x0C,21,43,1097
0x0D,6A,00,1097
0x11,46,00,731
0x0F,34,00,731
0x04,29,00,731
0x0C,21,62,1098
0x0D,6A,00,1098
0x0C,21,4D,1099
0x0D,6B,00,1099
0x11,46,00,732
0x0F,34,00,732
0x04,2E,00,732
0x10,0F,F4,366
0x42,37,3C,366
0x05,81,00,183
0x23,1C,A1,183
0x0C,21,40,1100
0x0D,6A,00,1100
0x11,46,00,733
0x0F,34,00,733
0x04,33,00,733
0x0C,21,2D,1101
0x0D,6A,00,1101
0x0C,21,37,1102
0x0D,6B,00,1102
0x11,48,00,734
0x0F,34,00,734
0x04,38,00,734
0x10,10,F7,367
0x42,37,29,367
0x0C,21,21,1103
0x0D,6A,00,1103
0x11,4C,00,735
0x0F,34,00,735
0x04,3D,00,735
0x0C,21,1E,1104
0x0D,69,00,1104
0x0C,21,21,1105
0x0D,69,00,1105
0x11,50,00,736
0x0F,34,00,736
0x04,3E,00,736
0x10,14,F5,368
0x42,36,DA,368
0x05,81,00,184
0x23,1D,F1,184
0x1F,01,96,92
0x0C,21,1B,1106
0x0D,6B,00,1106
0x11,63,00,737
0x0F,34,00,737
0x04,3F,00,737
0x0C,21,24,1107
0x0D,6A,00,1107
0x0C,21,2D,1108
0x0D,6A,00,1108
0x11,77,00,738
0x0F,34,00,738
0x04,4D,00,738
0x10,13,99,369
0x42,37,29,369
0x0C,21,17,1109
0x0D,69,00,1109
0x11,85,00,739
0x0F,34,00,739
0x04,4F,00,739
0x0C,21,11,1110
0x0D,69,00,1110
0x0C,21,1B,1111
0x0D,69,00,1111
0x11,99,00,740
0x0F,34,00,740
0x04,5A,00,740
0x10,13,B0,370
0x42,37,15,370
0x05,81,00,185
0x23,1D,F1,185
0x0C,21,0B,1112
0x0D,6B,00,1112
0x11,A1,00,741
0x0F,34,00,741
0x04,5C,00,741
0x0C,21,1B,1113
0x0D,6A,00,1113
0x0C,21,0E,1114
0x0D,69,00,1114
0x11,A7,00,742
0x0F,34,00,742
0x04,65,00,742
0x10,15,80,371
0x42,36,DA,371
0x0C,21,0B,1115
0x0D,69,00,1115
0x11,AF,00,743
0x0F,34,00,743
0x04,6A,00,743
0x0C,21,37,1116
0x0D,6B,00,1116
0x0C,21,2A,1117
0x0D,6A,00,1117
0x11,B0,00,744
0x0F,34,00,744
0x04,6A,00,744
0x10,17,C7,372
0x42,37,02,372
0x05,81,00,186
0x23,21,C2,186
0x1F,01,9A,93
0x0C,21,1E,1118
0x0D,6A,00,1118
0x11,B2,00,745
0x0F,34,00,745
0x04,72,00,745
0x0C,21,21,1119
0x0D,69,00,1119
0x0C,21,0E,1120
0x0D,69,00,1120
0x11,B2,00,746
0x0F,34,00,746
0x04,73,00,746
0x10,19,3B,373
0x42,36,EE,373
0x0C,21,17,1121
0x0D,6B,00,1121
0x11,B2,00,747
0x0F,34,00,747
0x04,71,00,747
0x0C,21,1B,1122
0x0D,6B,00,1122
0x0C,21,30,1123
0x0D,6A,00,1123
0x11,B2,00,748
0x0F,34,00,748
0x04,73,00,748
0x10,19,C9,374
0x42,37,15,374
0x05,81,00,187
0x23,23,C8,187
0x0C,21,2D,1124
0x0D,69,00,1124
0x11,B2,00,749
0x0F,34,00,749
0x04,77,00,749
0x0C,21,4D,1125
0x0D,69,00,1125
0x0C,21,43,1126
0x0D,6B,00,1126
0x11,B2,00,750
0x0F,34,00,750
0x04,7C,00,750
0x10,19,91,375
0x42,37,15,375
0x0C,21,24,1127
0x0D,6A,00,1127
0x11,B2,00,751
0x0F,34,00,751
0x04,80,00,751
0x0C,21,1B,1128
0x0D,6A,00,1128
0x0C,21,21,1129
0x0D,6B,00,1129
0x11,B2,00,752
0x0F,34,00,752
0x04,85,00,752
0x10,1B,9F,376
0x42,37,3C,376
0x05,82,00,188
0x23,22,B6,188
0x1F,01,9D,94
0x0C,21,0B,1130
0x0D,6A,00,1130
0x11,B2,00,753
0x0F,34,00,753
0x04,87,00,753
0x0C,21,1B,1131
0x0D,69,00,1131
0x0C,21,14,1132
0x0D,69,00,1132
0x11,B2,00,754
0x0F,34,00,754
0x04,89,00,754
0x10,1D,E3,377
0x42,37,15,377
0x0C,21,14,1133
0x0D,69,00,1133
0x11,B2,00,755
0x0F,34,00,755
0x04,8C,00,755
0x0C,21,17,1134
0x0D,6B,00,1134
0x0C,21,24,1135
0x0D,6B,00,1135
0x11,B2,00,756
0x0F,34,00,756
0x04,8E,00,756
0x10,1E,CA,378
0x42,37,02,378
0x05,82,00,189
0x23,22,79,189
0x0C,21,2D,1136
0x0D,6A,00,1136
0x11,B2,00,757
0x0F,34,00,757
0x04,8E,00,757
0x0C,21,2A,1137
0x0D,69,00,1137
0x0C,21,3A,1138
0x0D,69,00,1138
0x11,B2,00,758
0x0F,34,00,758
0x04,91,00,758
0x10,1E,F1,379
0x42,36,EE,379
0x0C,21,3A,1139
0x0D,69,00,1139
0x11,B2,00,759
0x0F,34,00,759
0x04,92,00,759
0x0C,21,3D,1140
0x0D,6B,00,1140
0x0C,21,56,1141
0x0D,6A,00,1141
0x11,B2,00,760
0x0F,34,00,760
0x04,90,00,760
0x10,1F,C4,380
0x42,37,29,380
0x05,82,00,190
0x23,22,F3,190
0x1F,01,A1,95
0x0C,21,66,1142
0x0D,6A,00,1142
0x11,B2,00,761
0x0F,34,00,761
0x04,8E,00,761
0x0C,21,6C,1143
0x0D,6B,00,1143
0x0C,21,8B,1144
0x0D,6A,00,1144
0x11,B2,00,762
0x0F,34,00,762
0x04,8C,00,762
0x10,1E,C4,381
0x42,37,29,381
0x0C,21,82,1145
0x0D,6B,00,1145
0x11,B2,00,763
0x0F,34,00,763
0x04,89,00,763
0x0C,21,94,1146
0x0D,6B,00,1146
0x0C,21,A7,1147
0x0D,6C,00,1147
0x11,B2,00,764
0x0F,34,00,764
0x04,86,00,764
0x10,1D,92,382
0x42,37,3C,382
0x05,83,00,191
0x23,22,F3,191
0x0C,21,AD,1148
0x0D,6C,00,1148
0x11,B2,00,765
0x0F,34,00,765
0x04,81,00,765
0x0C,21,9B,1149
0x0D,6C,00,1149
0x0C,21,B7,1150
0x0D,6C,00,1150
0x11,B2,00,766
0x0F,34,00,766
0x04,7E,00,766
0x10,1C,E0,383
0x42,36,C7,383
0x0C,21,A7,1151
0x0D,6A,00,1151
0x11,B2,00,767
0x0F,34,00,767
0x04,7D,00,767
0x0C,21,A7,1152
0x0D,6A,00,1152
0x0C,21,C0,1153
0x0D,6B,00,1153
0x11,B2,00,768
0x0F,34,00,768
0x04,7A,00,768
0x10,1B,EA,384
0x42,37,15,384
0x05,83,00,192
0x23,22,79,192
0x1F,01,A5,96
0x0C,21,BD,1154
0x0D,6C,00,1154
0x11,B2,00,769
0x0F,34,00,769
0x04,79,00,769
0x0C,21,AD,1155
0x0D,6C,00,1155
0x0C,21,BD,1156
0x0D,6C,00,1156
0x11,B2,00,770
0x0F,34,00,770
0x04,74,00,770
0x10,1A,CE,385
0x42,36,EE,385
0x0C,21,BD,1157
0x0D,6C,00,1157
0x11,B2,00,771
0x0F,34,00,771
0x04,71,00,771
0x0C,21,BD,1158
0x0D,6C,00,1158
0x0C,21,CA,1159
0x0D,6C,00,1159
0x11,B2,00,772
0x0F,34,00,772
0x04,6D,00,772
0x10,19,44,386
0x42,36,EE,386
0x05,83,00,193
0x23,20,35,193
0x0C,21,C6,1160
0x0D,6C,00,1160
0x11,B1,00,773
0x0F,34,00,773
0x04,69,00,773
0x0C,21,C0,1161
0x0D,6C,00,1161
0x0C,21,C6,1162
0x0D,6C,00,1162
0x11,AB,00,774
0x0F,34,00,774
0x04,64,00,774
0x10,17,92,387
0x42,36,B3,387
0x0C,21,C3,1163
0x0D,6C,00,1163
0x11,A5,00,775
0x0F,34,00,775
0x04,5F,00,775
0x0C,21,D9,1164
0x0D,6C,00,1164
0x0C,21,C3,1165
0x0D,6C,00,1165
0x11,9C,00,776
0x0F,34,00,776
0x04,58,00,776
0x10,15,A3,388
0x42,37,3C,388
0x05,84,00,194
0x23,1D,F1,194
0x1F,01,A9,97
0x0C,21,BD,1166
0x0D,6C,00,1166
0x11,98,00,777
0x0F,34,00,777
0x04,55,00,777
0x0C,21,C6,1167
0x0D,6C,00,1167
0x0C,21,B7,1168
0x0D,6C,00,1168
0x11,8B,00,778
0x0F,34,00,778
0x04,54,00,778
0x10,14,00,389
0x42,37,29,389
0x0C,21,B7,1169
0x0D,6C,00,1169
0x11,83,00,779
0x0F,34,00,779
0x04,4B,00,779
0x0C,21,9E,1170
0x0D,6C,00,1170
0x0C,21,9B,1171
0x0D,6C,00,1171
0x11,82,00,780
0x0F,34,00,780
0x04,4E,00,780
0x10,13,CF,390
0x42,36,EE,390
0x05,84,00,195
0x23,1D,1C,195
0x0C,21,B1,1172
0x0D,6C,00,1172
0x11,7E,00,781
0x0F,34,00,781
0x04,4A,00,781
0x0C,21,98,1173
0x0D,6C,00,1173
0x0C,21,9B,1174
0x0D,6C,00,1174
0x11,7A,00,782
0x0F,34,00,782
0x04,48,00,782
0x10,14,5C,391
0x42,37,29,391
0x0C,21,8E,1175
0x0D,6C,00,1175
0x11,76,00,783
0x0F,34,00,783
0x04,4B,00,783
0x0C,21,6C,1176
0x0D,6C,00,1176
0x0C,21,6C,1177
0x0D,6A,00,1177
0x11,7D,00,784
0x0F,34,00,784
0x04,48,00,784
0x10,17,3C,392
0x42,37,02,392
0x05,84,00,196
0x23,1E,6B,196
0x1F,01,AD,98
0x0C,21,7B,1178
0x0D,6B,00,1178
0x11,7D,00,785
0x0F,34,00,785
0x04,50,00,785
0x0C,21,75,1179
0x0D,6C,00,1179
0x0C,21,66,1180
0x0D,6C,00,1180
0x11,7C,00,786
0x0F,34,00,786
0x04,4B,00,786
0x10,16,F3,393
0x42,37,02,393
0x0C,21,82,1181
0x0D,6A,00,1181
0x11,82,00,787
0x0F,34,00,787
0x04,4B,00,787
0x0C,21,66,1182
0x0D,6B,00,1182
0x0C,21,69,1183
0x0D,6B,00,1183
0x11,87,00,788
0x0F,34,00,788
0x04,51,00,788
0x10,16,A4,394
0x42,36,EE,394
0x05,84,00,197
0x23,1D,B4,197
0x0C,21,7B,1184
0x0D,6C,00,1184
0x11,85,00,789
0x0F,34,00,789
0x04,4A,00,789
