PID,Data0,Data1,Seq
0x0C,18,54,14580
0x0D,32,00,14580
0x0C,18,92,14581
0x0D,35,00,14581
0x11,B2,00,9711
0x0F,3C,00,9711
0x04,A9,00,9711
0x0C,18,DA,14582
0x0D,36,00,14582
0x11,B2,00,9712
0x0F,3C,00,9712
0x04,6A,00,9712
0x10,0F,43,4856
0x42,2F,FD,4856
0x05,82,00,2428
0x23,23,C8,2428
0x1F,13,50,1214
0x0C,19,0F,14583
0x0D,36,00,14583
0x0C,19,60,14584
0x0D,36,00,14584
0x11,87,00,9713
0x0F,3C,00,9713
0x04,33,00,9713
0x0C,19,22,14585
0x0D,36,00,14585
0x11,54,00,9714
0x0F,3C,00,9714
0x04,0F,00,9714
0x10,0C,B6,4857
0x42,30,10,4857
0x0C,18,E0,14586
0x0D,36,00,14586
0x0C,19,0C,14587
0x0D,36,00,14587
0x11,46,00,9715
0x0F,3C,00,9715
0x04,00,00,9715
0x0C,18,CA,14588
0x0D,38,00,14588
0x11,3F,00,9716
0x0F,3C,00,9716
0x04,00,00,9716
0x10,09,B9,4858
0x42,2F,FD,4858
0x05,82,00,2429
0x23,10,79,2429
0x0C,18,95,14589
0x0D,37,00,14589
0x0C,18,5A,14590
0x0D,37,00,14590
0x11,3F,00,9717
0x0F,3C,00,9717
0x04,00,00,9717
0x0C,18,2E,14591
0x0D,34,00,14591
0x11,3F,00,9718
0x0F,3C,00,9718
0x04,00,00,9718
0x10,09,6C,4859
0x42,30,AC,4859
0x0C,17,E6,14592
0x0D,35,00,14592
0x0C,17,B7,14593
0x0D,35,00,14593
0x11,3E,00,9719
0x0F,3C,00,9719
0x04,00,00,9719
0x0C,17,85,14594
0x0D,34,00,14594
0x11,3E,00,9720
0x0F,3C,00,9720
0x04,00,00,9720
0x10,09,0A,4860
0x42,37,3C,4860
0x05,82,00,2430
0x23,11,30,2430
0x1F,13,54,1215
0x0C,17,50,14595
0x0D,33,00,14595
0x0C,17,44,14596
0x0D,33,00,14596
0x11,44,00,9721
0x0F,3C,00,9721
0x04,47,00,9721
0x0C,17,31,14597
0x0D,33,00,14597
0x11,46,00,9722
0x0F,3C,00,9722
0x04,45,00,9722
0x10,0A,8F,4861
0x42,34,1B,4861
0x0C,17,31,14598
0x0D,33,00,14598
0x0C,17,50,14599
0x0D,33,00,14599
0x11,44,00,9723
0x0F,3C,00,9723
0x04,40,00,9723
0x0C,17,53,14600
0x0D,33,00,14600
0x11,41,00,9724
0x0F,3C,00,9724
0x04,2A,00,9724
0x10,0A,05,4862
0x42,2F,FD,4862
0x05,82,00,2431
0x23,19,2D,2431
0x0C,17,53,14601
0x0D,33,00,14601
0x0C,16,FF,14602
0x0D,31,00,14602
0x11,41,00,9725
0x0F,3C,00,9725
0x04,0D,00,9725
0x0C,16,EF,14603
0x0D,31,00,14603
0x11,41,00,9726
0x0F,3C,00,9726
0x04,00,00,9726
0x10,09,72,4863
0x42,30,4B,4863
0x0C,16,CD,14604
0x0D,32,00,14604
0x0C,16,92,14605
0x0D,33,00,14605
0x11,3C,00,9727
0x0F,3C,00,9727
0x04,00,00,9727
0x0C,16,60,14606
0x0D,31,00,14606
0x11,3D,00,9728
0x0F,3C,00,9728
0x04,00,00,9728
0x10,08,99,4864
0x42,33,E1,4864
0x05,82,00,2432
0x23,10,97,2432
0x1F,13,58,1216
0x0C,16,18,14607
0x0D,31,00,14607
0x0C,15,E0,14608
0x0D,30,00,14608
0x11,3D,00,9729
0x0F,3C,00,9729
0x04,00,00,9729
0x0C,15,AA,14609
0x0D,30,00,14609
0x11,3C,00,9730
0x0F,3C,00,9730
0x04,00,00,9730
0x10,08,4B,4865
0x42,38,13,4865
0x0C,15,6F,14610
0x0D,30,00,14610
0x0C,15,4A,14611
0x0D,30,00,14611
0x11,42,00,9731
0x0F,3C,00,9731
0x04,1F,00,9731
0x0C,15,3D,14612
0x0D,2E,00,14612
0x11,42,00,9732
0x0F,3C,00,9732
0x04,34,00,9732
0x10,09,16,4866
0x42,36,17,4866
0x05,82,00,2433
0x23,1A,9A,2433
0x0C,15,2A,14613
0x0D,2E,00,14613
0x0C,15,2D,14614
0x0D,2D,00,14614
0x11,42,00,9733
0x0F,3C,00,9733
0x04,35,00,9733
0x0C,15,24,14615
0x0D,2F,00,14615
0x11,43,00,9734
0x0F,3C,00,9734
0x04,3D,00,9734
0x10,08,FF,4867
0x42,30,72,4867
0x0C,15,0B,14616
0x0D,2E,00,14616
0x0C,15,34,14617
0x0D,2E,00,14617
0x11,45,00,9735
0x0F,3C,00,9735
0x04,45,00,9735
0x0C,15,50,14618
0x0D,2D,00,14618
0x11,53,00,9736
0x0F,3C,00,9736
0x04,4D,00,9736
0x10,0A,37,4868
0x42,30,5E,4868
0x05,82,00,2434
0x23,1D,D3,2434
0x1F,13,5C,1217
0x0C,15,43,14619
0x0D,2D,00,14619
0x0C,15,63,14620
0x0D,2D,00,14620
0x11,56,00,9737
0x0F,3C,00,9737
0x04,4D,00,9737
0x0C,15,53,14621
0x0D,2F,00,14621
0x11,46,00,9738
0x0F,3C,00,9738
0x04,39,00,9738
0x10,09,BF,4869
0x42,30,10,4869
0x0C,15,78,14622
0x0D,2E,00,14622
0x0C,15,6F,14623
0x0D,2F,00,14623
0x11,41,00,9739
0x0F,3C,00,9739
0x04,26,00,9739
0x0C,15,53,14624
0x0D,2F,00,14624
0x11,41,00,9740
0x0F,3C,00,9740
0x04,21,00,9740
0x10,09,08,4870
0x42,30,5E,4870
0x05,82,00,2435
0x23,18,75,2435
0x0C,15,40,14625
0x0D,2E,00,14625
0x0C,15,59,14626
0x0D,2F,00,14626
0x11,42,00,9741
0x0F,3C,00,9741
0x04,39,00,9741
0x0C,15,69,14627
0x0D,2F,00,14627
0x11,69,00,9742
0x0F,3C,00,9742
0x04,5C,00,9742
0x10,0A,C2,4871
0x42,2F,FD,4871
0x0C,15,56,14628
0x0D,2E,00,14628
0x0C,15,85,14629
0x0D,2D,00,14629
0x11,98,00,9743
0x0F,3C,00,9743
0x04,78,00,9743
0x0C,15,A4,14630
0x0D,2F,00,14630
0x11,A2,00,9744
0x0F,3C,00,9744
0x04,7B,00,9744
0x10,0B,6B,4872
0x42,30,24,4872
0x05,82,00,2436
0x23,21,C2,2436
0x1F,13,60,1218
0x0C,15,E3,14631
0x0D,2F,00,14631
0x0C,16,0B,14632
0x0D,30,00,14632
0x11,A1,00,9745
0x0F,3C,00,9745
0x04,77,00,9745
0x0C,16,37,14633
0x0D,30,00,14633
0x11,9F,00,9746
0x0F,3C,00,9746
0x04,74,00,9746
0x10,0B,C2,4873
0x42,2F,E9,4873
0x0C,16,66,14634
0x0D,30,00,14634
0x0C,16,98,14635
0x0D,30,00,14635
0x11,A3,00,9747
0x0F,3C,00,9747
0x04,77,00,9747
0x0C,16,C7,14636
0x0D,30,00,14636
0x11,A2,00,9748
0x0F,3C,00,9748
0x04,74,00,9748
0x10,0C,6E,4874
0x42,2F,FD,4874
0x05,82,00,2437
0x23,20,EC,2437
0x0C,16,E9,14637
0x0D,30,00,14637
0x0C,17,47,14638
0x0D,32,00,14638
0x11,B2,00,9749
0x0F,3C,00,9749
0x04,93,00,9749
0x0C,17,8C,14639
0x0D,33,00,14639
0x11,B2,00,9750
0x0F,3B,00,9750
0x04,81,00,9750
0x10,0D,83,4875
0x42,30,37,4875
0x0C,17,CD,14640
0x0D,33,00,14640
0x0C,18,0C,14641
0x0D,33,00,14641
0x11,A9,00,9751
0x0F,3B,00,9751
0x04,6D,00,9751
0x0C,18,22,14642
0x0D,33,00,14642
0x11,87,00,9752
0x0F,3B,00,9752
0x04,3F,00,9752
0x10,0D,C5,4876
0x42,30,5E,4876
0x05,82,00,2438
0x23,21,FF,2438
0x1F,13,64,1219
0x0C,18,15,14643
0x0D,35,00,14643
0x0C,18,2E,14644
0x0D,35,00,14644
0x11,53,00,9753
0x0F,3B,00,9753
0x04,11,00,9753
0x0C,18,89,14645
0x0D,34,00,14645
0x11,54,00,9754
0x0F,3B,00,9754
0x04,4D,00,9754
0x10,0C,80,4877
0x42,30,10,4877
0x0C,18,4A,14646
0x0D,35,00,14646
0x0C,18,73,14647
0x0D,36,00,14647
0x11,78,00,9755
0x0F,3B,00,9755
0x04,5C,00,9755
0x0C,18,A2,14648
0x0D,36,00,14648
0x11,B3,00,9756
0x0F,3B,00,9756
0x04,8B,00,9756
0x10,0E,5F,4878
0x42,30,24,4878
0x05,82,00,2439
0x23,22,F3,2439
0x0C,18,DA,14649
0x0D,34,00,14649
0x0C,19,2E,14650
0x0D,35,00,14650
0x11,B2,00,9757
0x0F,3B,00,9757
0x04,8D,00,9757
0x0C,19,6A,14651
0x0D,35,00,14651
0x11,B2,00,9758
0x0F,3B,00,9758
0x04,86,00,9758
0x10,10,50,4879
0x42,2F,FD,4879
0x0C,19,AF,14652
0x0D,38,00,14652
0x0C,19,DA,14653
0x0D,37,00,14653
0x11,B2,00,9759
0x0F,3B,00,9759
0x04,7B,00,9759
0x0C,1A,2F,14654
0x0D,37,00,14654
0x11,9D,00,9760
0x0F,3B,00,9760
0x04,52,00,9760
0x10,10,B1,4880
0x42,2F,E9,4880
0x05,82,00,2440
0x23,21,0B,2440
0x1F,13,68,1220
0x0C,1A,6A,14655
0x0D,38,00,14655
0x0C,1A,7D,14656
0x0D,39,00,14656
0x11,91,00,9761
0x0F,3B,00,9761
0x04,53,00,9761
0x0C,1A,C8,14657
0x0D,39,00,14657
0x11,83,00,9762
0x0F,3B,00,9762
0x04,52,00,9762
0x10,10,CD,4881
0x42,30,10,4881
0x0C,1A,EA,14658
0x0D,39,00,14658
0x0C,1B,3B,14659
0x0D,3B,00,14659
0x11,7F,00,9763
0x0F,3B,00,9763
0x04,51,00,9763
0x0C,1B,42,14660
0x0D,3A,00,14660
0x11,81,00,9764
0x0F,3B,00,9764
0x04,5B,00,9764
0x10,11,20,4882
0x42,30,24,4882
0x05,82,00,2441
0x23,23,4F,2441
0x0C,1B,6A,14661
0x0D,3A,00,14661
0x0C,1B,B8,14662
0x0D,3B,00,14662
0x11,B3,00,9765
0x0F,3B,00,9765
0x04,89,00,9765
0x0C,1B,FD,14663
0x0D,3C,00,14663
0x11,B2,00,9766
0x0F,3B,00,9766
0x04,7F,00,9766
0x10,13,70,4883
0x42,30,72,4883
0x0C,1C,45,14664
0x0D,3C,00,14664
0x0C,1C,96,14665
0x0D,3C,00,14665
0x11,B2,00,9767
0x0F,3B,00,9767
0x04,75,00,9767
0x0C,1C,D8,14666
0x0D,3E,00,14666
0x11,B2,00,9768
0x0F,3B,00,9768
0x04,78,00,9768
0x10,13,6A,4884
0x42,30,37,4884
0x05,83,00,2442
0x23,23,E7,2442
0x1F,13,6C,1221
0x0C,1D,23,14667
0x0D,3F,00,14667
0x0C,1D,6B,14668
0x0D,3F,00,14668
0x11,B2,00,9769
0x0F,3B,00,9769
0x04,7F,00,9769
0x0C,1D,BF,14669
0x0D,3F,00,14669
0x11,B2,00,9770
0x0F,3A,00,9770
0x04,A1,00,9770
0x10,15,8D,4885
0x42,2F,C2,4885
0x0C,1E,07,14670
0x0D,41,00,14670
0x0C,1E,7E,14671
0x0D,41,00,14671
0x11,B2,00,9771
0x0F,3A,00,9771
0x04,90,00,9771
0x0C,1E,D5,14672
0x0D,42,00,14672
0x11,B2,00,9772
0x0F,3A,00,9772
0x04,84,00,9772
0x10,19,32,4886
0x42,2F,87,4886
0x05,83,00,2443
0x23,24,DB,2443
0x0C,1F,3C,14673
0x0D,42,00,14673
0x0C,1F,9D,14674
0x0D,42,00,14674
0x11,B2,00,9773
0x0F,3A,00,9773
0x04,80,00,9773
0x0C,1F,F2,14675
0x0D,42,00,14675
0x11,B2,00,9774
0x0F,3A,00,9774
0x04,80,00,9774
0x10,19,C1,4887
0x42,2F,E9,4887
0x0C,20,5F,14676
0x0D,44,00,14676
0x0C,20,B3,14677
0x0D,47,00,14677
0x11,B2,00,9775
0x0F,3A,00,9775
0x04,7D,00,9775
0x0C,21,08,14678
0x0D,47,00,14678
0x11,B2,00,9776
0x0F,3A,00,9776
0x04,77,00,9776
0x10,17,F4,4888
0x42,30,24,4888
0x05,83,00,2444
0x23,26,2B,2444
0x1F,13,70,1222
0x0C,21,72,14679
0x0D,48,00,14679
0x0C,21,CA,14680
0x0D,48,00,14680
0x11,B1,00,9777
0x0F,3A,00,9777
0x04,6D,00,9777
0x0C,22,02,14681
0x0D,48,00,14681
0x11,91,00,9778
0x0F,3A,00,9778
0x04,19,00,9778
0x10,11,C9,4889
0x42,30,37,4889
0x0C,21,DF,14682
0x0D,48,00,14682
0x0C,21,2D,14683
0x0D,4A,00,14683
0x11,58,00,9779
0x0F,3A,00,9779
0x04,00,00,9779
0x0C,21,82,14684
0x0D,49,00,14684
0x11,50,00,9780
0x0F,3A,00,9780
0x04,4D,00,9780
0x10,10,A1,4890
0x42,30,5E,4890
0x05,83,00,2445
0x23,1F,F8,2445
0x0C,21,62,14685
0x0D,49,00,14685
0x0C,21,9B,14686
0x0D,4A,00,14686
0x11,5A,00,9781
0x0F,3A,00,9781
0x04,47,00,9781
0x0C,21,9E,14687
0x0D,49,00,14687
0x11,56,00,9782
0x0F,3A,00,9782
0x04,1C,00,9782
0x10,12,66,4891
0x42,30,24,4891
0x0C,21,66,14688
0x0D,48,00,14688
0x0C,1E,D5,14689
0x0D,48,00,14689
0x11,49,00,9783
0x0F,3A,00,9783
0x04,00,00,9783
0x0C,19,BB,14690
0x0D,4A,00,14690
0x11,3E,00,9784
0x0F,3A,00,9784
0x04,00,00,9784
0x10,09,50,4892
0x42,2F,E9,4892
0x05,83,00,2446
0x23,10,B6,2446
0x1F,13,74,1223
0x0C,15,34,14691
0x0D,49,00,14691
0x0C,1A,93,14692
0x0D,49,00,14692
0x11,44,00,9785
0x0F,3A,00,9785
0x04,3C,00,9785
0x0C,19,70,14693
0x0D,48,00,14693
0x11,43,00,9786
0x0F,3A,00,9786
0x04,3F,00,9786
0x10,0B,0D,4893
0x42,2F,FD,4893
0x0C,19,5D,14694
0x0D,46,00,14694
0x0C,19,51,14695
0x0D,46,00,14695
0x11,44,00,9787
0x0F,3A,00,9787
0x04,3E,00,9787
0x0C,19,51,14696
0x0D,47,00,14696
0x11,43,00,9788
0x0F,3A,00,9788
0x04,3D,00,9788
0x10,0B,33,4894
0x42,2F,E9,4894
0x05,83,00,2447
0x23,1E,A8,2447
0x0C,19,3B,14697
0x0D,48,00,14697
0x0C,19,2E,14698
0x0D,48,00,14698
0x11,44,00,9789
0x0F,3A,00,9789
0x04,3D,00,9789
0x0C,19,1F,14699
0x0D,48,00,14699
0x11,42,00,9790
0x0F,3A,00,9790
0x04,25,00,9790
0x10,0A,F9,4895
0x42,30,10,4895
0x0C,19,1C,14700
0x0D,46,00,14700
0x0C,19,0F,14701
0x0D,47,00,14701
0x11,42,00,9791
0x0F,3A,00,9791
0x04,36,00,9791
0x0C,19,15,14702
0x0D,47,00,14702
0x11,49,00,9792
0x0F,3A,00,9792
0x04,4A,00,9792
0x10,0B,C7,4896
0x42,2F,D6,4896
0x05,83,00,2448
0x23,1F,60,2448
0x1F,13,78,1224
0x0C,19,09,14703
0x0D,46,00,14703
0x0C,19,41,14704
0x0D,47,00,14704
0x11,4C,00,9793
0x0F,3A,00,9793
0x04,49,00,9793
0x0C,19,0C,14705
0x0D,46,00,14705
0x11,4B,00,9794
0x0F,3A,00,9794
0x04,47,00,9794
0x10,0C,79,4897
0x42,30,37,4897
0x0C,19,2B,14706
0x0D,46,00,14706
0x0C,19,1C,14707
0x0D,47,00,14707
0x11,4C,00,9795
0x0F,3A,00,9795
0x04,46,00,9795
0x0C,19,2E,14708
0x0D,46,00,14708
0x11,41,00,9796
0x0F,3A,00,9796
0x04,2A,00,9796
0x10,0B,2B,4898
0x42,30,10,4898
0x05,83,00,2449
0x23,1C,FD,2449
0x0C,19,06,14709
0x0D,46,00,14709
0x0C,19,09,14710
0x0D,47,00,14710
0x11,42,00,9797
0x0F,3A,00,9797
0x04,30,00,9797
0x0C,18,F3,14711
0x0D,46,00,14711
0x11,43,00,9798
0x0F,3A,00,9798
0x04,38,00,9798
0x10,0B,57,4899
0x42,30,10,4899
0x0C,19,12,14712
0x0D,46,00,14712
0x0C,19,1C,14713
0x0D,45,00,14713
0x11,78,00,9799
0x0F,3A,00,9799
0x04,5F,00,9799
0x0C,19,35,14714
0x0D,47,00,14714
0x11,93,00,9800
0x0F,3A,00,9800
0x04,64,00,9800
0x10,0E,3D,4900
0x42,30,24,4900
0x05,83,00,2450
0x23,20,35,2450
0x1F,13,7B,1225
0x0C,19,54,14715
0x0D,46,00,14715
0x0C,19,41,14716
0x0D,46,00,14716
0x11,87,00,9801
0x0F,3A,00,9801
0x04,52,00,9801
0x0C,19,64,14717
0x0D,47,00,14717
0x11,7A,00,9802
0x0F,3A,00,9802
0x04,50,00,9802
0x10,0E,8E,4901
0x42,2F,D6,4901
0x0C,19,3E,14718
0x0D,48,00,14718
0x0C,19,83,14719
0x0D,48,00,14719
0x11,75,00,9803
0x0F,3A,00,9803
0x04,4F,00,9803
0x0C,19,60,14720
0x0D,48,00,14720
0x11,6A,00,9804
0x0F,3A,00,9804
0x04,45,00,9804
0x10,0E,89,4902
0x42,2F,FD,4902
0x05,83,00,2451
0x23,1F,9C,2451
0x0C,19,A5,14721
0x0D,46,00,14721
0x0C,19,9C,14722
0x0D,47,00,14722
0x11,64,00,9805
0x0F,3A,00,9805
0x04,49,00,9805
0x0C,19,9F,14723
0x0D,47,00,14723
0x11,6B,00,9806
0x0F,3A,00,9806
0x04,4D,00,9806
0x10,0E,F8,4903
0x42,30,10,4903
0x0C,19,A8,14724
0x0D,48,00,14724
0x0C,19,C4,14725
0x0D,48,00,14725
0x11,83,00,9807
0x0F,3A,00,9807
0x04,57,00,9807
0x0C,19,F0,14726
0x0D,48,00,14726
0x11,9C,00,9808
0x0F,3A,00,9808
0x04,61,00,9808
0x10,10,04,4904
0x42,30,37,4904
0x05,83,00,2452
0x23,1F,F8,2452
0x1F,13,7F,1226
0x0C,19,F0,14727
0x0D,4A,00,14727
0x0C,1A,22,14728
0x0D,49,00,14728
0x11,9D,00,9809
0x0F,3A,00,9809
0x04,62,00,9809
0x0C,1A,13,14729
0x0D,48,00,14729
0x11,A1,00,9810
0x0F,3A,00,9810
0x04,66,00,9810
0x10,10,39,4905
0x42,30,10,4905
0x0C,1A,4E,14730
0x0D,48,00,14730
0x0C,1A,73,14731
0x0D,4A,00,14731
0x11,94,00,9811
0x0F,3A,00,9811
0x04,4F,00,9811
0x0C,1A,77,14732
0x0D,4B,00,14732
0x11,87,00,9812
0x0F,3A,00,9812
0x04,4F,00,9812
0x10,10,39,4906
0x42,30,37,4906
0x05,83,00,2453
0x23,1F,F8,2453
0x0C,1A,8C,14733
0x0D,4B,00,14733
0x0C,19,C1,14734
0x0D,49,00,14734
0x11,68,00,9813
0x0F,3A,00,9813
0x04,16,00,9813
0x0C,19,F3,14735
0x0D,4A,00,14735
0x11,4E,00,9814
0x0F,3A,00,9814
0x04,10,00,9814
0x10,0C,AE,4907
0x42,2F,FD,4907
0x0C,1B,1C,14736
0x0D,4A,00,14736
0x0C,1A,57,14737
0x0D,4B,00,14737
0x11,4C,00,9815
0x0F,3A,00,9815
0x04,48,00,9815
0x0C,1A,90,14738
0x0D,4B,00,14738
0x11,8B,00,9816
0x0F,3A,00,9816
0x04,64,00,9816
0x10,0F,6C,4908
0x42,2F,87,4908
0x05,83,00,2454
0x23,21,C2,2454
0x1F,13,83,1227
0x0C,1A,61,14739
0x0D,49,00,14739
0x0C,1A,8C,14740
0x0D,49,00,14740
0x11,9B,00,9817
0x0F,3A,00,9817
0x04,63,00,9817
0x0C,1A,B2,14741
0x0D,4A,00,14741
0x11,9C,00,9818
0x0F,3A,00,9818
0x04,5F,00,9818
0x10,10,BD,4909
0x42,2F,E9,4909
0x0C,1A,E7,14742
0x0D,4B,00,14742
0x0C,1A,CB,14743
0x0D,4B,00,14743
0x11,9C,00,9819
0x0F,3A,00,9819
0x04,5D,00,9819
0x0C,1B,06,14744
0x0D,4B,00,14744
0x11,9B,00,9820
0x0F,3A,00,9820
0x04,5B,00,9820
0x10,11,8F,4910
0x42,30,24,4910
0x05,83,00,2455
0x23,22,5A,2455
0x0C,1B,26,14745
0x0D,4B,00,14745
0x0C,1B,45,14746
0x0D,4D,00,14746
0x11,90,00,9821
0x0F,3A,00,9821
0x04,4B,00,9821
0x0C,1B,38,14747
0x0D,4D,00,14747
0x11,77,00,9822
0x0F,39,00,9822
0x04,35,00,9822
0x10,10,CC,4911
0x42,30,24,4911
0x0C,1A,BB,14748
0x0D,4C,00,14748
0x0C,1B,32,14749
0x0D,4D,00,14749
0x11,50,00,9823
0x0F,39,00,9823
0x04,38,00,9823
0x0C,1B,26,14750
0x0D,4D,00,14750
0x11,5F,00,9824
0x0F,39,00,9824
0x04,4C,00,9824
0x10,0F,AC,4912
0x42,30,10,4912
0x05,83,00,2456
0x23,20,EC,2456
0x1F,13,87,1228
0x0C,1B,3B,14751
0x0D,4C,00,14751
0x0C,1B,67,14752
0x0D,4D,00,14752
0x11,81,00,9825
0x0F,39,00,9825
0x04,55,00,9825
0x0C,1B,64,14753
0x0D,4D,00,14753
0x11,81,00,9826
0x0F,39,00,9826
0x04,52,00,9826
0x10,10,B1,4913
0x42,30,24,4913
0x0C,1B,5B,14754
0x0D,4C,00,14754
0x0C,1B,71,14755
0x0D,4D,00,14755
0x11,81,00,9827
0x0F,39,00,9827
0x04,51,00,9827
0x0C,1B,A3,14756
0x0D,4C,00,14756
0x11,80,00,9828
0x0F,39,00,9828
0x04,50,00,9828
0x10,11,9D,4914
0x42,2F,AF,4914
0x05,84,00,2457
0x23,1F,BB,2457
0x0C,1B,86,14757
0x0D,4C,00,14757
0x0C,1B,8A,14758
0x0D,4D,00,14758
0x11,80,00,9829
0x0F,39,00,9829
0x04,50,00,9829
0x0C,1B,B5,14759
0x0D,4E,00,14759
0x11,80,00,9830
0x0F,39,00,9830
0x04,4F,00,9830
0x10,11,BE,4915
0x42,2F,E9,4915
0x0C,1B,BF,14760
0x0D,4E,00,14760
0x0C,1B,EA,14761
0x0D,4E,00,14761
0x11,81,00,9831
0x0F,39,00,9831
0x04,4F,00,9831
0x0C,1C,07,14762
0x0D,4E,00,14762
0x11,80,00,9832
0x0F,39,00,9832
0x04,4F,00,9832
0x10,12,95,4916
0x42,2F,FD,4916
0x05,84,00,2458
0x23,1F,D9,2458
0x1F,13,8B,1229
0x0C,1C,10,14763
0x0D,4E,00,14763
0x0C,1C,2F,14764
0x0D,4E,00,14764
0x11,80,00,9833
0x0F,39,00,9833
0x04,4F,00,9833
0x0C,1C,35,14765
0x0D,4E,00,14765
0x11,80,00,9834
0x0F,39,00,9834
0x04,4E,00,9834
0x10,12,95,4917
0x42,30,24,4917
0x0C,1C,48,14766
0x0D,50,00,14766
0x0C,1C,61,14767
0x0D,50,00,14767
0x11,81,00,9835
0x0F,39,00,9835
0x04,4E,00,9835
0x0C,1C,74,14768
0x0D,4F,00,14768
0x11,8A,00,9836
0x0F,39,00,9836
0x04,51,00,9836
0x10,13,0B,4918
0x42,30,24,4918
0x05,84,00,2459
0x23,20,AF,2459
0x0C,1C,80,14769
0x0D,50,00,14769
0x0C,1C,99,14770
0x0D,50,00,14770
0x11,89,00,9837
0x0F,39,00,9837
0x04,5A,00,9837
0x0C,1C,99,14771
0x0D,4F,00,14771
0x11,89,00,9838
0x0F,39,00,9838
0x04,59,00,9838
0x10,11,87,4919
0x42,2F,FD,4919
0x0C,1C,A9,14772
0x0D,50,00,14772
0x0C,1C,B2,14773
0x0D,51,00,14773
0x11,89,00,9839
0x0F,39,00,9839
0x04,57,00,9839
0x0C,1C,C8,14774
0x0D,51,00,14774
0x11,89,00,9840
0x0F,39,00,9840
0x04,55,00,9840
0x10,12,CF,4920
0x42,30,24,4920
0x05,84,00,2460
0x23,21,85,2460
0x1F,13,8F,1230
0x0C,1C,EE,14775
0x0D,51,00,14775
0x0C,1C,FD,14776
0x0D,51,00,14776
0x11,88,00,9841
0x0F,39,00,9841
0x04,53,00,9841
0x0C,1D,23,14777
0x0D,51,00,14777
0x11,88,00,9842
0x0F,39,00,9842
0x04,51,00,9842
0x10,13,7D,4921
0x42,30,37,4921
0x0C,1D,29,14778
0x0D,51,00,14778
0x0C,1D,2F,14779
0x0D,53,00,14779
0x11,88,00,9843
0x0F,39,00,9843
0x04,50,00,9843
0x0C,1D,42,14780
0x0D,52,00,14780
0x11,88,00,9844
0x0F,38,00,9844
0x04,5A,00,9844
0x10,12,01,4922
0x42,30,24,4922
0x05,84,00,2461
0x23,20,16,2461
0x0C,1D,7E,14781
0x0D,52,00,14781
0x0C,1D,8D,14782
0x0D,53,00,14782
0x11,87,00,9845
0x0F,38,00,9845
0x04,57,00,9845
0x0C,1D,9D,14783
0x0D,52,00,14783
0x11,88,00,9846
0x0F,38,00,9846
0x04,55,00,9846
0x10,13,8E,4923
0x42,30,10,4923
0x0C,1D,9A,14784
0x0D,52,00,14784
0x0C,1D,C2,14785
0x0D,53,00,14785
0x11,87,00,9847
0x0F,38,00,9847
0x04,52,00,9847
0x0C,1D,DE,14786
0x0D,54,00,14786
0x11,87,00,9848
0x0F,38,00,9848
0x04,50,00,9848
0x10,13,D7,4924
0x42,2F,D6,4924
0x05,84,00,2462
0x23,1F,9C,2462
0x1F,13,93,1231
0x0C,1D,CF,14787
0x0D,54,00,14787
0x0C,1D,F7,14788
0x0D,54,00,14788
0x11,80,00,9849
0x0F,38,00,9849
0x04,4C,00,9849
0x0C,1E,14,14789
0x0D,54,00,14789
0x11,6E,00,9850
0x0F,38,00,9850
0x04,4D,00,9850
0x10,11,C7,4925
0x42,30,24,4925
0x0C,1D,FE,14790
0x0D,54,00,14790
0x0C,1E,04,14791
0x0D,54,00,14791
0x11,63,00,9851
0x0F,38,00,9851
0x04,40,00,9851
0x0C,1E,1D,14792
0x0D,54,00,14792
0x11,9F,00,9852
0x0F,38,00,9852
0x04,69,00,9852
0x10,13,11,4926
0x42,30,37,4926
0x05,84,00,2463
0x23,20,EC,2463
0x0C,1E,42,14793
0x0D,54,00,14793
0x0C,1E,65,14794
0x0D,54,00,14794
0x11,B0,00,9853
0x0F,38,00,9853
0x04,70,00,9853
0x0C,1E,84,14795
0x0D,56,00,14795
0x11,AF,00,9854
0x0F,38,00,9854
0x04,69,00,9854
0x10,16,6F,4927
0x42,30,37,4927
0x0C,1E,A0,14796
0x0D,55,00,14796
0x0C,1E,D5,14797
0x0D,56,00,14797
0x11,AF,00,9855
0x0F,38,00,9855
0x04,6B,00,9855
0x0C,1E,EE,14798
0x0D,56,00,14798
0x11,AF,00,9856
0x0F,38,00,9856
0x04,73,00,9856
0x10,14,5F,4928
0x42,30,24,4928
0x05,84,00,2464
0x23,23,4F,2464
0x1F,13,97,1232
0x0C,1F,17,14799
0x0D,57,00,14799
0x0C,1F,30,14800
0x0D,57,00,14800
0x11,AD,00,9857
0x0F,38,00,9857
0x04,70,00,9857
0x0C,1F,78,14801
0x0D,57,00,14801
0x11,AE,00,9858
0x0F,38,00,9858
0x04,6C,00,9858
0x10,15,24,4929
0x42,2F,FD,4929
0x0C,1F,81,14802
0x0D,57,00,14802
0x0C,1F,AA,14803
0x0D,59,00,14803
0x11,AA,00,9859
0x0F,38,00,9859
0x04,69,00,9859
0x0C,1F,CF,14804
0x0D,58,00,14804
0x11,AA,00,9860
0x0F,38,00,9860
0x04,6A,00,9860
0x10,15,38,4930
0x42,2F,E9,4930
0x05,84,00,2465
0x23,21,A3,2465
0x0C,1F,EB,14805
0x0D,58,00,14805
0x0C,20,08,14806
0x0D,59,00,14806
0x11,A2,00,9861
