PID,Data0,Data1,Seq
0x0D,6D,00,5269
0x0C,22,2A,5270
0x0D,6D,00,5270
0x11,B2,00,3510
0x0F,34,00,3510
0x04,75,00,3510
0x10,19,7E,1755
0x42,2F,AF,1755
0x0C,22,21,5271
0x0D,6E,00,5271
0x11,B2,00,3511
0x0F,34,00,3511
0x04,78,00,3511
0x0C,22,27,5272
0x0D,6D,00,5272
0x0C,22,27,5273
0x0D,6D,00,5273
0x11,B2,00,3512
0x0F,34,00,3512
0x04,7A,00,3512
0x10,1A,AF,1756
0x42,30,10,1756
0x05,86,00,878
0x23,24,61,878
0x1F,07,6A,439
0x0C,22,2E,5274
0x0D,6C,00,5274
0x11,B2,00,3513
0x0F,34,00,3513
0x04,7B,00,3513
0x0C,22,37,5275
0x0D,6E,00,5275
0x0C,22,37,5276
0x0D,6E,00,5276
0x11,B2,00,3514
0x0F,34,00,3514
0x04,7A,00,3514
0x10,1A,AD,1757
0x42,30,10,1757
0x0C,22,27,5277
0x0D,6D,00,5277
0x11,B2,00,3515
0x0F,34,00,3515
0x04,79,00,3515
0x0C,22,27,5278
0x0D,6E,00,5278
0x0C,22,27,5279
0x0D,6D,00,5279
0x11,B2,00,3516
0x0F,34,00,3516
0x04,78,00,3516
0x10,1B,75,1758
0x42,30,37,1758
0x05,86,00,879
0x23,25,18,879
0x0C,22,2A,5280
0x0D,6D,00,5280
0x11,B2,00,3517
0x0F,34,00,3517
0x04,77,00,3517
0x0C,22,3D,5281
0x0D,6C,00,5281
0x0C,22,3D,5282
0x0D,6E,00,5282
0x11,B2,00,3518
0x0F,34,00,3518
0x04,74,00,3518
0x10,1A,0C,1759
0x42,2F,AF,1759
0x0C,22,53,5283
0x0D,6E,00,5283
0x11,B2,00,3519
0x0F,34,00,3519
0x04,74,00,3519
0x0C,22,53,5284
0x0D,6F,00,5284
0x0C,22,53,5285
0x0D,6D,00,5285
0x11,B2,00,3520
0x0F,34,00,3520
0x04,75,00,3520
0x10,1A,04,1760
0x42,2F,87,1760
0x05,86,00,880
0x23,22,79,880
0x1F,07,6E,440
0x0C,22,69,5286
0x0D,6E,00,5286
0x11,B2,00,3521
0x0F,34,00,3521
0x04,74,00,3521
0x0C,22,6F,5287
0x0D,6E,00,5287
0x0C,22,6F,5288
0x0D,6D,00,5288
0x11,B2,00,3522
0x0F,34,00,3522
0x04,73,00,3522
0x10,19,4E,1761
0x42,2F,D6,1761
0x0C,22,50,5289
0x0D,6E,00,5289
0x11,B2,00,3523
0x0F,34,00,3523
0x04,73,00,3523
0x0C,22,47,5290
0x0D,6E,00,5290
0x0C,22,50,5291
0x0D,6D,00,5291
0x11,B2,00,3524
0x0F,34,00,3524
0x04,72,00,3524
0x10,19,6A,1762
0x42,2F,E9,1762
0x05,86,00,881
0x23,23,8C,881
0x0C,22,5C,5292
0x0D,6E,00,5292
0x11,B2,00,3525
0x0F,34,00,3525
0x04,6F,00,3525
0x0C,22,56,5293
0x0D,6E,00,5293
0x0C,22,4A,5294
0x0D,6F,00,5294
0x11,B2,00,3526
0x0F,34,00,3526
0x04,6C,00,3526
0x10,18,E7,1763
0x42,30,37,1763
0x0C,22,60,5295
0x0D,6D,00,5295
0x11,B1,00,3527
0x0F,34,00,3527
0x04,6A,00,3527
0x0C,22,5C,5296
0x0D,6E,00,5296
0x0C,22,79,5297
0x0D,6E,00,5297
0x11,B0,00,3528
0x0F,34,00,3528
0x04,68,00,3528
0x10,18,3C,1764
0x42,30,5E,1764
0x05,87,00,882
0x23,21,29,882
0x1F,07,72,441
0x0C,22,6C,5298
0x0D,6F,00,5298
0x11,AE,00,3529
0x0F,34,00,3529
0x04,66,00,3529
0x0C,22,63,5299
0x0D,6D,00,5299
0x0C,22,53,5300
0x0D,6D,00,5300
0x11,AB,00,3530
0x0F,34,00,3530
0x04,64,00,3530
0x10,18,29,1765
0x42,30,5E,1765
0x0C,22,5C,5301
0x0D,6E,00,5301
0x11,A9,00,3531
0x0F,34,00,3531
0x04,62,00,3531
0x0C,22,60,5302
0x0D,6D,00,5302
0x0C,22,66,5303
0x0D,6E,00,5303
0x11,A7,00,3532
0x0F,34,00,3532
0x04,61,00,3532
0x10,16,D0,1766
0x42,2F,FD,1766
0x05,87,00,883
0x23,20,EC,883
0x0C,22,60,5304
0x0D,6E,00,5304
0x11,A5,00,3533
0x0F,34,00,3533
0x04,61,00,3533
0x0C,22,6F,5305
0x0D,6F,00,5305
0x0C,22,66,5306
0x0D,6D,00,5306
0x11,A2,00,3534
0x0F,34,00,3534
0x04,61,00,3534
0x10,15,88,1767
0x42,2F,AF,1767
0x0C,22,50,5307
0x0D,6D,00,5307
0x11,A2,00,3535
0x0F,34,00,3535
0x04,62,00,3535
0x0C,22,47,5308
0x0D,6E,00,5308
0x0C,22,40,5309
0x0D,6F,00,5309
0x11,A2,00,3536
0x0F,34,00,3536
0x04,62,00,3536
0x10,16,3D,1768
0x42,2F,9B,1768
0x05,87,00,884
0x23,1F,9C,884
0x1F,07,75,442
0x0C,22,43,5310
0x0D,6D,00,5310
0x11,A2,00,3537
0x0F,34,00,3537
0x04,62,00,3537
0x0C,22,3A,5311
0x0D,6D,00,5311
0x0C,22,31,5312
0x0D,6E,00,5312
0x11,A2,00,3538
0x0F,34,00,3538
0x04,62,00,3538
0x10,15,E6,1769
0x42,30,10,1769
0x0C,22,34,5313
0x0D,6D,00,5313
0x11,A4,00,3539
0x0F,34,00,3539
0x04,65,00,3539
0x0C,22,34,5314
0x0D,6D,00,5314
0x0C,22,34,5315
0x0D,6E,00,5315
0x11,A7,00,3540
0x0F,34,00,3540
0x04,65,00,3540
0x10,16,FC,1770
0x42,30,37,1770
0x05,86,00,885
0x23,1F,D9,885
0x0C,22,34,5316
0x0D,6D,00,5316
0x11,A9,00,3541
0x0F,34,00,3541
0x04,65,00,3541
0x0C,22,3D,5317
0x0D,6D,00,5317
0x0C,22,34,5318
0x0D,6C,00,5318
0x11,AA,00,3542
0x0F,34,00,3542
0x04,68,00,3542
0x10,17,B4,1771
0x42,30,5E,1771
0x0C,22,2E,5319
0x0D,6E,00,5319
0x11,AC,00,3543
0x0F,34,00,3543
0x04,67,00,3543
0x0C,22,2E,5320
0x0D,6D,00,5320
0x0C,22,3A,5321
0x0D,6D,00,5321
0x11,AD,00,3544
0x0F,34,00,3544
0x04,66,00,3544
0x10,18,20,1772
0x42,30,5E,1772
0x05,86,00,886
0x23,20,AF,886
0x1F,07,79,443
0x0C,22,34,5322
0x0D,6E,00,5322
0x11,AC,00,3545
0x0F,34,00,3545
0x04,62,00,3545
0x0C,22,2A,5323
0x0D,6D,00,5323
0x0C,22,34,5324
0x0D,6D,00,5324
0x11,A9,00,3546
0x0F,34,00,3546
0x04,64,00,3546
0x10,16,FD,1773
0x42,30,37,1773
0x0C,22,40,5325
0x0D,6E,00,5325
0x11,A8,00,3547
0x0F,34,00,3547
0x04,66,00,3547
0x0C,22,43,5326
0x0D,6D,00,5326
0x0C,22,63,5327
0x0D,6E,00,5327
0x11,A7,00,3548
0x0F,34,00,3548
0x04,64,00,3548
0x10,16,2B,1774
0x42,2F,D6,1774
0x05,86,00,887
0x23,1F,9C,887
0x0C,22,43,5328
0x0D,6E,00,5328
0x11,A4,00,3549
0x0F,34,00,3549
0x04,61,00,3549
0x0C,22,60,5329
0x0D,6D,00,5329
0x0C,22,59,5330
0x0D,6E,00,5330
0x11,A0,00,3550
0x0F,34,00,3550
0x04,5D,00,3550
0x10,16,93,1775
0x42,2F,D6,1775
0x0C,22,60,5331
0x0D,6E,00,5331
0x11,9C,00,3551
0x0F,34,00,3551
0x04,5D,00,3551
0x0C,22,43,5332
0x0D,6D,00,5332
0x0C,22,56,5333
0x0D,6E,00,5333
0x11,9A,00,3552
0x0F,34,00,3552
0x04,57,00,3552
0x10,18,B8,1776
0x42,2F,E9,1776
0x05,86,00,888
0x23,1E,4D,888
0x1F,07,7D,444
0x0C,22,59,5334
0x0D,6E,00,5334
0x11,8F,00,3553
0x0F,34,00,3553
0x04,52,00,3553
0x0C,22,60,5335
0x0D,6F,00,5335
0x0C,22,5C,5336
0x0D,6D,00,5336
0x11,88,00,3554
0x0F,34,00,3554
0x04,55,00,3554
0x10,16,93,1777
0x42,30,4B,1777
0x0C,22,6C,5337
0x0D,6E,00,5337
0x11,81,00,3555
0x0F,34,00,3555
0x04,49,00,3555
0x0C,22,56,5338
0x0D,6E,00,5338
0x0C,22,6C,5339
0x0D,6F,00,5339
0x11,79,00,3556
0x0F,34,00,3556
0x04,49,00,3556
0x10,14,5A,1778
0x42,2F,FD,1778
0x05,86,00,889
0x23,1E,E6,889
0x0C,22,6F,5340
0x0D,6D,00,5340
0x11,6C,00,3557
0x0F,34,00,3557
0x04,44,00,3557
0x0C,22,6C,5341
0x0D,6D,00,5341
0x0C,22,6F,5342
0x0D,6E,00,5342
0x11,65,00,3558
0x0F,34,00,3558
0x04,3D,00,3558
0x10,17,39,1779
0x42,30,37,1779
0x0C,22,66,5343
0x0D,6F,00,5343
0x11,5A,00,3559
0x0F,34,00,3559
0x04,3D,00,3559
0x0C,22,7C,5344
0x0D,6D,00,5344
0x0C,22,5C,5345
0x0D,6D,00,5345
0x11,54,00,3560
0x0F,34,00,3560
0x04,3A,00,3560
0x10,14,DB,1780
0x42,30,10,1780
0x05,86,00,890
0x23,1D,1C,890
0x1F,07,81,445
0x0C,22,53,5346
0x0D,6E,00,5346
0x11,54,00,3561
0x0F,34,00,3561
0x04,38,00,3561
0x0C,22,6C,5347
0x0D,6F,00,5347
0x0C,22,6C,5348
0x0D,6F,00,5348
0x11,51,00,3562
0x0F,34,00,3562
0x04,37,00,3562
0x10,14,DC,1781
0x42,2F,87,1781
0x0C,22,60,5349
0x0D,6D,00,5349
0x11,52,00,3563
0x0F,34,00,3563
0x04,37,00,3563
0x0C,22,4A,5350
0x0D,6E,00,5350
0x0C,22,31,5351
0x0D,6E,00,5351
0x11,55,00,3564
0x0F,34,00,3564
0x04,3A,00,3564
0x10,15,DE,1782
0x42,2F,D6,1782
0x05,86,00,891
0x23,1C,FD,891
0x0C,22,2A,5352
0x0D,6D,00,5352
0x11,59,00,3565
0x0F,34,00,3565
0x04,3A,00,3565
0x0C,22,40,5353
0x0D,6E,00,5353
0x0C,22,3A,5354
0x0D,6D,00,5354
0x11,57,00,3566
0x0F,34,00,3566
0x04,38,00,3566
0x10,16,4E,1783
0x42,30,24,1783
0x0C,22,4A,5355
0x0D,6D,00,5355
0x11,54,00,3567
0x0F,34,00,3567
0x04,3B,00,3567
0x0C,22,50,5356
0x0D,6E,00,5356
0x0C,22,43,5357
0x0D,6D,00,5357
0x11,50,00,3568
0x0F,34,00,3568
0x04,37,00,3568
0x10,14,B0,1784
0x42,30,4B,1784
0x05,86,00,892
0x23,1D,59,892
0x1F,07,85,446
0x0C,22,5C,5358
0x0D,6D,00,5358
0x11,4F,00,3569
0x0F,34,00,3569
0x04,35,00,3569
0x0C,22,63,5359
0x0D,6E,00,5359
0x0C,22,69,5360
0x0D,6F,00,5360
0x11,4F,00,3570
0x0F,34,00,3570
0x04,35,00,3570
0x10,14,1A,1785
0x42,30,10,1785
0x0C,22,4D,5361
0x0D,6D,00,5361
0x11,4E,00,3571
0x0F,34,00,3571
0x04,35,00,3571
0x0C,22,4A,5362
0x0D,6D,00,5362
0x0C,22,3A,5363
0x0D,6E,00,5363
0x11,4E,00,3572
0x0F,34,00,3572
0x04,35,00,3572
0x10,14,40,1786
0x42,30,10,1786
0x05,85,00,893
0x23,1E,10,893
0x0C,22,40,5364
0x0D,6D,00,5364
0x11,4F,00,3573
0x0F,34,00,3573
0x04,34,00,3573
0x0C,22,37,5365
0x0D,6D,00,5365
0x0C,22,3A,5366
0x0D,6E,00,5366
0x11,4F,00,3574
0x0F,34,00,3574
0x04,35,00,3574
0x10,14,30,1787
0x42,30,24,1787
0x0C,22,34,5367
0x0D,6D,00,5367
0x11,50,00,3575
0x0F,34,00,3575
0x04,37,00,3575
0x0C,22,47,5368
0x0D,6E,00,5368
0x0C,22,3A,5369
0x0D,6E,00,5369
0x11,51,00,3576
0x0F,34,00,3576
0x04,36,00,3576
0x10,15,5E,1788
0x42,2F,AF,1788
0x05,85,00,894
0x23,1E,A8,894
0x1F,07,89,447
0x0C,22,43,5370
0x0D,6D,00,5370
0x11,51,00,3577
0x0F,34,00,3577
0x04,35,00,3577
0x0C,22,40,5371
0x0D,6E,00,5371
0x0C,22,40,5372
0x0D,6E,00,5372
0x11,52,00,3578
0x0F,34,00,3578
0x04,36,00,3578
0x10,15,6F,1789
0x42,2F,4D,1789
0x0C,22,2E,5373
0x0D,6D,00,5373
0x11,51,00,3579
0x0F,34,00,3579
0x04,35,00,3579
0x0C,22,27,5374
0x0D,6E,00,5374
0x0C,22,24,5375
0x0D,6E,00,5375
0x11,52,00,3580
0x0F,34,00,3580
0x04,35,00,3580
0x10,15,F7,1790
0x42,30,10,1790
0x05,85,00,895
0x23,1D,D3,895
0x0C,22,27,5376
0x0D,6D,00,5376
0x11,52,00,3581
0x0F,34,00,3581
0x04,34,00,3581
0x0C,22,2A,5377
0x0D,6E,00,5377
0x0C,22,31,5378
0x0D,6D,00,5378
0x11,52,00,3582
0x0F,34,00,3582
0x04,34,00,3582
0x10,15,D5,1791
0x42,30,5E,1791
0x0C,22,31,5379
0x0D,6D,00,5379
0x11,52,00,3583
0x0F,34,00,3583
0x04,35,00,3583
0x0C,22,40,5380
0x0D,6E,00,5380
0x0C,22,31,5381
0x0D,6D,00,5381
0x11,52,00,3584
0x0F,34,00,3584
0x04,36,00,3584
0x10,16,60,1792
0x42,30,37,1792
0x05,85,00,896
0x23,1E,10,896
0x1F,07,8D,448
0x0C,22,4D,5382
0x0D,6D,00,5382
0x11,53,00,3585
0x0F,34,00,3585
0x04,36,00,3585
0x0C,22,4D,5383
0x0D,6C,00,5383
0x0C,22,4D,5384
0x0D,6E,00,5384
0x11,53,00,3586
0x0F,34,00,3586
0x04,36,00,3586
0x10,16,23,1793
0x42,30,5E,1793
0x0C,22,34,5385
0x0D,6D,00,5385
0x11,56,00,3587
0x0F,34,00,3587
0x04,38,00,3587
0x0C,22,21,5386
0x0D,6D,00,5386
0x0C,22,18,5387
0x0D,6E,00,5387
0x11,54,00,3588
0x0F,34,00,3588
0x04,38,00,3588
0x10,17,28,1794
0x42,30,24,1794
0x05,84,00,897
0x23,1E,4D,897
0x0C,22,34,5388
0x0D,6D,00,5388
0x11,57,00,3589
0x0F,34,00,3589
0x04,38,00,3589
0x0C,22,24,5389
0x0D,6D,00,5389
0x0C,22,1B,5390
0x0D,6E,00,5390
0x11,5B,00,3590
0x0F,34,00,3590
0x04,3F,00,3590
0x10,15,6F,1795
0x42,2F,AF,1795
0x0C,22,2E,5391
0x0D,6D,00,5391
0x11,68,00,3591
0x0F,34,00,3591
0x04,41,00,3591
0x0C,22,2E,5392
0x0D,6D,00,5392
0x0C,22,24,5393
0x0D,6E,00,5393
0x11,64,00,3592
0x0F,34,00,3592
0x04,3F,00,3592
0x10,15,BD,1796
0x42,2F,74,1796
0x05,84,00,898
0x23,1E,C7,898
0x1F,07,91,449
0x0C,22,27,5394
0x0D,6D,00,5394
0x11,6A,00,3593
0x0F,34,00,3593
0x04,45,00,3593
0x0C,22,27,5395
0x0D,6C,00,5395
0x0C,22,2E,5396
0x0D,6C,00,5396
0x11,6D,00,3594
0x0F,34,00,3594
0x04,43,00,3594
0x10,17,77,1797
0x42,2F,FD,1797
0x0C,22,2A,5397
0x0D,6E,00,5397
0x11,69,00,3595
0x0F,34,00,3595
0x04,43,00,3595
0x0C,22,2E,5398
0x0D,6D,00,5398
0x0C,22,34,5399
0x0D,6D,00,5399
0x11,6C,00,3596
0x0F,34,00,3596
0x04,44,00,3596
0x10,16,71,1798
0x42,30,24,1798
0x05,84,00,899
0x23,1E,6B,899
0x0C,22,31,5400
0x0D,6E,00,5400
0x11,70,00,3597
0x0F,34,00,3597
0x04,42,00,3597
0x0C,22,2A,5401
0x0D,6D,00,5401
0x0C,22,3D,5402
0x0D,6C,00,5402
0x11,71,00,3598
0x0F,34,00,3598
0x04,46,00,3598
0x10,14,8E,1799
0x42,30,24,1799
0x0C,22,34,5403
0x0D,6C,00,5403
0x11,73,00,3599
0x0F,34,00,3599
0x04,47,00,3599
0x0C,22,3D,5404
0x0D,6E,00,5404
0x0C,22,21,5405
0x0D,6D,00,5405
0x11,75,00,3600
0x0F,34,00,3600
0x04,45,00,3600
0x10,17,55,1800
0x42,30,72,1800
0x05,83,00,900
0x23,1E,4D,900
0x1F,07,95,450
0x0C,22,31,5406
0x0D,6D,00,5406
0x11,7E,00,3601
0x0F,34,00,3601
0x04,4D,00,3601
0x0C,22,27,5407
0x0D,6E,00,5407
0x0C,22,27,5408
0x0D,6D,00,5408
0x11,84,00,3602
0x0F,34,00,3602
0x04,50,00,3602
0x10,16,FD,1801
0x42,30,37,1801
0x0C,22,18,5409
0x0D,6C,00,5409
0x11,8B,00,3603
0x0F,34,00,3603
0x04,4E,00,3603
0x0C,22,1E,5410
0x0D,6C,00,5410
0x0C,22,21,5411
0x0D,6E,00,5411
0x11,90,00,3604
0x0F,34,00,3604
0x04,57,00,3604
0x10,14,4B,1802
0x42,2F,FD,1802
0x05,83,00,901
0x23,1D,96,901
0x0C,22,27,5412
0x0D,6D,00,5412
0x11,94,00,3605
0x0F,34,00,3605
0x04,55,00,3605
0x0C,22,27,5413
0x0D,6D,00,5413
0x0C,22,34,5414
0x0D,6E,00,5414
0x11,99,00,3606
0x0F,34,00,3606
0x04,54,00,3606
0x10,17,0F,1803
0x42,2F,74,1803
0x0C,22,18,5415
0x0D,6D,00,5415
0x11,9C,00,3607
0x0F,34,00,3607
0x04,5E,00,3607
0x0C,22,18,5416
0x0D,6D,00,5416
0x0C,22,15,5417
0x0D,6C,00,5417
0x11,9E,00,3608
0x0F,34,00,3608
0x04,5A,00,3608
0x10,18,5A,1804
0x42,2F,E9,1804
0x05,83,00,902
0x23,1D,F1,902
0x1F,07,99,451
0x0C,22,18,5418
0x0D,6E,00,5418
0x11,A2,00,3609
0x0F,34,00,3609
0x04,5A,00,3609
0x0C,22,18,5419
0x0D,6D,00,5419
0x0C,22,0B,5420
0x0D,6D,00,5420
0x11,A4,00,3610
0x0F,34,00,3610
0x04,64,00,3610
0x10,15,80,1805
0x42,30,4B,1805
0x0C,22,15,5421
0x0D,6C,00,5421
0x11,A7,00,3611
0x0F,34,00,3611
0x04,62,00,3611
0x0C,22,18,5422
0x0D,6E,00,5422
0x0C,22,18,5423
0x0D,6E,00,5423
0x11,A7,00,3612
0x0F,34,00,3612
0x04,5E,00,3612
0x10,18,20,1806
0x42,30,72,1806
0x05,83,00,903
0x23,1F,D9,903
0x0C,22,40,5424
0x0D,6D,00,5424
0x11,AB,00,3613
0x0F,34,00,3613
0x04,65,00,3613
0x0C,21,FF,5425
0x0D,6C,00,5425
0x0C,22,1E,5426
0x0D,6E,00,5426
0x11,B0,00,3614
0x0F,34,00,3614
0x04,6B,00,3614
0x10,18,A5,1807
0x42,30,72,1807
0x0C,22,21,5427
0x0D,6E,00,5427
0x11,B0,00,3615
0x0F,34,00,3615
0x04,65,00,3615
0x0C,22,18,5428
0x0D,6D,00,5428
0x0C,22,2A,5429
0x0D,6C,00,5429
0x11,B1,00,3616
0x0F,34,00,3616
0x04,6C,00,3616
0x10,18,17,1808
0x42,30,37,1808
0x05,83,00,904
0x23,22,B6,904
0x1F,07,9D,452
0x0C,22,2A,5430
0x0D,6C,00,5430
0x11,B1,00,3617
0x0F,34,00,3617
0x04,6F,00,3617
0x0C,22,24,5431
0x0D,6E,00,5431
0x0C,22,27,5432
0x0D,6D,00,5432
0x11,B2,00,3618
0x0F,34,00,3618
0x04,6E,00,3618
0x10,18,58,1809
0x42,2F,FD,1809
0x0C,22,1E,5433
0x0D,6D,00,5433
0x11,B2,00,3619
0x0F,34,00,3619
0x04,6D,00,3619
0x0C,22,27,5434
0x0D,6C,00,5434
0x0C,22,27,5435
0x0D,6E,00,5435
0x11,B2,00,3620
0x0F,34,00,3620
0x04,6C,00,3620
0x10,19,3B,1810
0x42,2F,AF,1810
0x05,84,00,905
0x23,21,FF,905
0x0C,22,2A,5436
0x0D,6D,00,5436
0x11,B2,00,3621
0x0F,34,00,3621
0x04,6D,00,3621
0x0C,22,31,5437
0x0D,6D,00,5437
0x0C,22,27,5438
0x0D,6E,00,5438
0x11,B1,00,3622
0x0F,34,00,3622
0x04,6C,00,3622
0x10,18,9C,1811
0x42,2F,FD,1811
0x0C,22,43,5439
0x0D,6D,00,5439
0x11,B0,00,3623
0x0F,34,00,3623
0x04,6A,00,3623
0x0C,22,47,5440
0x0D,6D,00,5440
0x0C,22,4A,5441
0x0D,6E,00,5441
0x11,B0,00,3624
0x0F,34,00,3624
0x04,6A,00,3624
0x10,18,DF,1812
0x42,30,24,1812
0x05,84,00,906
0x23,21,85,906
0x1F,07,A1,453
0x0C,22,5C,5442
0x0D,6D,00,5442
0x11,AD,00,3625
0x0F,34,00,3625
0x04,66,00,3625
0x0C,22,59,5443
0x0D,6E,00,5443
0x0C,22,6C,5444
0x0D,6E,00,5444
0x11,AA,00,3626
0x0F,34,00,3626
0x04,64,00,3626
0x10,17,5B,1813
0x42,30,24,1813
0x0C,22,4A,5445
0x0D,6D,00,5445
0x11,A6,00,3627
0x0F,34,00,3627
0x04,61,00,3627
0x0C,22,53,5446
0x0D,6E,00,5446
0x0C,22,56,5447
0x0D,6E,00,5447
0x11,A2,00,3628
0x0F,34,00,3628
0x04,5F,00,3628
0x10,17,28,1814
0x42,30,72,1814
0x05,85,00,907
0x23,20,90,907
0x0C,22,60,5448
0x0D,6F,00,5448
0x11,9F,00,3629
0x0F,34,00,3629
0x04,5E,00,3629
0x0C,22,60,5449
0x0D,6D,00,5449
0x0C,22,69,5450
0x0D,6D,00,5450
0x11,9C,00,3630
0x0F,34,00,3630
0x04,5C,00,3630
0x10,16,B6,1815
0x42,30,5E,1815
0x0C,22,6C,5451
0x0D,6E,00,5451
0x11,92,00,3631
0x0F,34,00,3631
0x04,52,00,3631
0x0C,22,6F,5452
0x0D,6F,00,5452
0x0C,22,5C,5453
0x0D,6D,00,5453
0x11,8F,00,3632
0x0F,34,00,3632
0x04,58,00,3632
0x10,15,10,1816
0x42,2F,9B,1816
0x05,85,00,908
0x23,1D,B4,908
0x1F,07,A5,454
0x0C,22,5C,5454
0x0D,6D,00,5454
0x11,88,00,3633
0x0F,34,00,3633
0x04,4E,00,3633
0x0C,22,5C,5455
0x0D,6E,00,5455
0x0C,22,53,5456
0x0D,6D,00,5456
0x11,87,00,3634
0x0F,34,00,3634
0x04,4E,00,3634
0x10,15,4D,1817
0x42,2F,D6,1817
0x0C,22,50,5457
0x0D,6D,00,5457
0x11,80,00,3635
0x0F,34,00,3635
0x04,4F,00,3635
0x0C,22,53,5458
0x0D,6E,00,5458
0x0C,22,66,5459
0x0D,6F,00,5459
0x11,7D,00,3636
0x0F,34,00,3636
0x04,47,00,3636
0x10,16,BF,1818
0x42,2F,FD,1818
0x05,85,00,909
0x23,1D,1C,909
0x0C,22,50,5460
0x0D,6D,00,5460
0x11,79,00,3637
0x0F,34,00,3637
0x04,4C,00,3637
0x0C,22,50,5461
0x0D,6D,00,5461
0x0C,22,56,5462
0x0D,6E,00,5462
0x11,76,00,3638
0x0F,34,00,3638
0x04,48,00,3638
0x10,16,FF,1819
0x42,30,10,1819
0x0C,22,59,5463
0x0D,6D,00,5463
0x11,79,00,3639
0x0F,34,00,3639
0x04,47,00,3639
0x0C,22,34,5464
0x0D,6D,00,5464
0x0C,22,4A,5465
0x0D,6E,00,5465
0x11,78,00,3640
0x0F,34,00,3640
0x04,4D,00,3640
0x10,15,91,1820
0x42,30,10,1820
0x05,85,00,910
0x23,1F,7E,910
0x1F,07,A8,455
0x0C,22,43,5466
0x0D,6D,00,5466
0x11,7B,00,3641
0x0F,34,00,3641
0x04,49,00,3641
0x0C,22,40,5467
0x0D,6E,00,5467
0x0C,22,3D,5468
0x0D,6E,00,5468
0x11,7A,00,3642
0x0F,34,00,3642
0x04,49,00,3642
0x10,15,AA,1821
0x42,30,10,1821
0x0C,22,3A,5469
0x0D,6D,00,5469
0x11,7A,00,3643
0x0F,34,00,3643
0x04,4D,00,3643
0x0C,22,40,5470
0x0D,6E,00,5470
0x0C,22,53,5471
0x0D,6E,00,5471
0x11,79,00,3644
0x0F,34,00,3644
0x04,46,00,3644
0x10,17,5D,1822
0x42,30,4B,1822
0x05,85,00,911
0x23,1E,6B,911
0x0C,22,47,5472
0x0D,6D,00,5472
0x11,77,00,3645
0x0F,34,00,3645
0x04,49,00,3645
0x0C,22,4D,5473
0x0D,6E,00,5473
0x0C,22,56,5474
0x0D,6E,00,5474
0x11,6C,00,3646
0x0F,34,00,3646
0x04,45,00,3646
0x10,16,8A,1823
0x42,30,10,1823
0x0C,22,4D,5475
0x0D,6F,00,5475
0x11,68,00,3647
0x0F,34,00,3647
0x04,40,00,3647
0x0C,22,47,5476
0x0D,6D,00,5476
0x0C,22,50,5477
0x0D,6E,00,5477
0x11,62,00,3648
0x0F,34,00,3648
0x04,40,00,3648
0x10,14,B0,1824
0x42,2F,FD,1824
0x05,85,00,912
0x23,1E,10,912
0x1F,07,AC,456
0x0C,22,4D,5478
0x0D,6E,00,5478
0x11,60,00,3649
0x0F,34,00,3649
0x04,40,00,3649
0x0C,22,4A,5479
0x0D,6D,00,5479
0x0C,22,59,5480
0x0D,6E,00,5480
0x11,5D,00,3650
0x0F,34,00,3650
0x04,3C,00,3650
0x10,16,60,1825
0x42,2F,E9,1825
0x0C,22,4A,5481
0x0D,6E,00,5481
0x0C,22,53,5482
0x0D,6D,00,5482
0x11,57,00,3651
0x0F,34,00,3651
0x04,3B,00,3651
0x0C,22,66,5483
0x0D,6E,00,5483
0x11,54,00,3652
0x0F,34,00,3652
0x04,38,00,3652
0x10,16,56,1826
0x42,30,37,1826
0x05,85,00,913
0x23,1D,B4,913
0x0C,22,59,5484
0x0D,6F,00,5484
0x0C,22,43,5485
0x0D,6F,00,5485
0x11,54,00,3653
0x0F,34,00,3653
0x04,36,00,3653
0x0C,22,50,5486
0x0D,6D,00,5486
0x11,53,00,3654
0x0F,34,00,3654
0x04,36,00,3654
0x10,15,80,1827
0x42,30,4B,1827
0x0C,22,53,5487
0x0D,6E,00,5487
0x0C,22,47,5488
0x0D,6E,00,5488
0x11,50,00,3655
0x0F,34,00,3655
0x04,35,00,3655
0x0C,22,47,5489
0x0D,6D,00,5489
0x11,4F,00,3656
0x0F,34,00,3656
0x04,34,00,3656
0x10,15,10,1828
0x42,30,5E,1828
0x05,84,00,914
0x23,1C,FD,914
0x1F,07,B0,457
0x0C,22,3D,5490
0x0D,6E,00,5490
0x0C,22,53,5491
0x0D,6E,00,5491
0x11,4F,00,3657
0x0F,34,00,3657
0x04,35,00,3657
0x0C,22,3D,5492
0x0D,6F,00,5492
0x11,4E,00,3658
0x0F,34,00,3658
0x04,35,00,3658
0x10,14,59,1829
0x42,30,5E,1829
0x0C,22,53,5493
0x0D,6D,00,5493
0x0C,22,56,5494
0x0D,6E,00,5494
0x11,4C,00,3659
0x0F,34,00,3659
0x04,33,00,3659
0x0C,22,69,5495
0x0D,6E,00,5495
0x11,4C,00,3660
0x0F,34,00,3660
0x04,33,00,3660
0x10,13,F8,1830
0x42,30,10,1830
0x05,84,00,915
0x23,1E,A8,915
0x0C,22,56,5496
0x0D,6D,00,5496
0x0C,22,4A,5497
0x0D,6E,00,5497
0x11,4C,00,3661
0x0F,34,00,3661
0x04,32,00,3661
0x0C,22,4A,5498
0x0D,6E,00,5498
0x11,4B,00,3662
0x0F,34,00,3662
